pos	5pC>T
1	0.0267765385318614
2	0.0400746458856207
3	0.0250990097119266
4	0.0231527295031691
5	0.023051723994579
6	0.0332637389858098
7	0.0368053123852998
8	0.0304419783488175
9	0.0315821535516078
10	0.0340376804079163
11	0.0300207992754791
12	0.0305320995450815
13	0.0320895166292885
14	0.0333165047921275
15	0.0324340503651674
16	0.0323234435445603
17	0.0317740192869221
18	0.0316233882667449
19	0.0317570350314186
20	0.0329368783921954
21	0.0337924530592916
22	0.0325468489713795
23	0.0334223132336271
24	0.0332244276309325
25	0.0330501758383278
