pos	5pC>T
1	0.0245949427681411
2	0.0387049853002247
3	0.0208465304478917
4	0.0185901351061263
5	0.017006330748644
6	0.0201901537860607
7	0.0210415495281553
8	0.0175172424621883
9	0.0180316603970174
10	0.0196642246333883
11	0.0153637604368856
12	0.0161671833035937
13	0.0176257318774209
14	0.0180175201039047
15	0.0177080811787948
16	0.0179765919565696
17	0.0172965600409704
18	0.017048043461103
19	0.0174120532873263
20	0.0171395651247915
21	0.017519676198075
22	0.0175253706485403
23	0.0175958966096148
24	0.0176358861025174
25	0.0181097220258653
