pos	5pC>T
1	0.00962265635281983
2	0.0148619525238695
3	0.0087555102346914
4	0.00826325828314046
5	0.00782481129832301
6	0.00915135525481478
7	0.0101696792649939
8	0.00832314302047502
9	0.00860461595309513
10	0.009415837656317
11	0.00739516434589809
12	0.00769626875361443
13	0.00827944462785776
14	0.00844107598178991
15	0.00833565927744468
16	0.00832645013109653
17	0.00823670743302739
18	0.00825264037625303
19	0.00821420274996665
20	0.00818610170489198
21	0.00821344771378322
22	0.00832412915685277
23	0.00825302272274682
24	0.00829154306565646
25	0.0084005037299327
