pos	3pG>A
1	0.010900391421411
2	0.0135927743053512
3	0.00882852634903625
4	0.00820283529554095
5	0.00771929940612304
6	0.00896383084161129
7	0.00952851961325822
8	0.00836062773019418
9	0.00853413838067891
10	0.00887128350474908
11	0.00780867490280748
12	0.00804269176778898
13	0.00840440975769062
14	0.00848382724468501
15	0.00842860660413167
16	0.00843395049802288
17	0.00831738893453523
18	0.00834467400053449
19	0.00828700134064693
20	0.00828383858318438
21	0.00832946204990626
22	0.00839183488465972
23	0.00836145512023027
24	0.00839220423404655
25	0.00844694534585605
