"","Position","C.T","G.A"
"1",1,0.600085069342318,0.402717885299458
"2",2,0.575475326076313,0.422869625012679
"3",3,0.547832172405987,0.444472347740661
"4",4,0.524907886920795,0.456215773454854
"5",5,0.511836584859132,0.455128011699504
"6",6,0.506331685483074,0.445984548700481
"7",7,0.503583547787809,0.434763659260893
"8",8,0.497834068791252,0.428750852706515
"9",9,0.490179156808099,0.4264464835972
"10",10,0.481286968606365,0.426743594265695
"11",11,0.473569536929076,0.426507736183646
"12",12,0.467593637844683,0.425076455384736
"13",-12,0.422503274220299,0.4697260283127
"14",-11,0.424894783869888,0.474861757462582
"15",-10,0.426185671434382,0.481676098499739
"16",-9,0.426968796606511,0.489690053372255
"17",-8,0.429632593909647,0.497069790170709
"18",-7,0.434739009594129,0.503521302763986
"19",-6,0.442642169672203,0.508880614423
"20",-5,0.447867514763679,0.517446557885779
"21",-4,0.446440152523693,0.532038792204314
"22",-3,0.435861635414438,0.553263084852545
"23",-2,0.419534773909822,0.577109782791646
"24",-1,0.406346750293123,0.598264641300619
