"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0185176096700043,0.00587648779035924,0.0129447249075061,0.114318793926625,0.593842921286853,-7542893.10581023
"Std.",3.08978173616298e-06,3.92245341925163e-05,2.4800591302416e-05,0.00243915907676403,0.000123413218923784,1.60613401347479
"Acceptance ratio",0.11198,0.12194,0.14786,0.13646,0.17514,0.52524
"0%",0.0185070978215951,0.00574693509230881,0.0128692122425066,0.106841298099394,0.593347867569604,-7542904.66054452
"2.5%",0.0185116446492541,0.00578656040001987,0.0128988193667855,0.108757761955759,0.593599763564417,-7542897.04030965
"5%",0.018512618865337,0.00580533679446927,0.0129057829480584,0.109974373941582,0.593640924815482,-7542896.18963023
"7.5%",0.0185132207598585,0.00582179842389118,0.0129097914298176,0.110911859846164,0.593664963976353,-7542895.66775015
"10%",0.0185136714101967,0.00582830476923152,0.0129134018073465,0.111323617981555,0.59368431882463,-7542895.31063981
"12.5%",0.0185141105727635,0.00583316666312982,0.0129162952843407,0.111654010226644,0.59369883528736,-7542894.9959101
"15%",0.0185143997563839,0.00583753586443706,0.0129185162321903,0.111860041270787,0.593714407614902,-7542894.74059031
"17.5%",0.0185147579726135,0.00584133183435954,0.0129207712708919,0.11208458004265,0.593728293181495,-7542894.53020177
"20%",0.0185150580408449,0.0058447484508596,0.012923214351496,0.112244296158814,0.593739868365968,-7542894.33633986
"22.5%",0.0185152567340574,0.0058472537371551,0.0129253665930449,0.112424807685376,0.59375080411167,-7542894.15897118
"25%",0.0185154671443841,0.00585009458762169,0.0129270946601791,0.112615914916748,0.593760793013267,-7542893.98910184
"27.5%",0.018515720662395,0.00585320884986087,0.0129293448265675,0.112793448665304,0.593769905060963,-7542893.82273986
"30%",0.0185159354975262,0.00585589979437129,0.012930943195652,0.113003748118968,0.593778985920791,-7542893.68354312
"32.5%",0.0185161569691846,0.00585903958028293,0.0129325566362382,0.113207256369775,0.59378750770576,-7542893.53831054
"35%",0.0185163591426245,0.00586218614391369,0.0129343860001636,0.113433908302162,0.593795698990369,-7542893.41481534
"37.5%",0.0185165281699911,0.00586504847268196,0.0129360658892162,0.113599115710286,0.593804207908776,-7542893.28745891
"40%",0.0185167197971307,0.0058684086965611,0.0129376290167488,0.113770360581801,0.593811807862073,-7542893.17156624
"42.5%",0.018516940273631,0.00587080641664838,0.0129394973154206,0.113913076432574,0.593820200378154,-7542893.05972224
"45%",0.0185171367537858,0.00587313688106842,0.0129414134241717,0.114099218716069,0.59382749776853,-7542892.95254013
"47.5%",0.0185173467549979,0.00587584077898927,0.0129427762148027,0.114273048393032,0.593836139341109,-7542892.84896431
"50%",0.0185175661922145,0.00587862700981175,0.0129442285769324,0.114433424418249,0.593843573345235,-7542892.75569516
"52.5%",0.0185177902892798,0.00588133974427709,0.0129455710151262,0.114561279744935,0.593850265994816,-7542892.66955741
"55%",0.0185179808474992,0.00588360303674076,0.0129473691252729,0.114735815822773,0.593857977107934,-7542892.58273122
"57.5%",0.0185181735392551,0.00588630374411683,0.0129489633219898,0.114896439253838,0.593866334396004,-7542892.50046508
"60%",0.0185183963722207,0.00588936970104026,0.0129503586319299,0.115096886917206,0.593874272664582,-7542892.41418869
"62.5%",0.0185186104758737,0.00589257713822118,0.0129522454432104,0.115278223842137,0.593881431805588,-7542892.32989153
"65%",0.0185188192140595,0.00589549738573699,0.0129542546107481,0.115495826216574,0.593888617648942,-7542892.24343806
"67.5%",0.0185190007481895,0.00589889739098339,0.0129559140280783,0.115659501985863,0.593899677485121,-7542892.15810123
"70%",0.018519253419817,0.00590142655540902,0.0129578006332507,0.115803224214855,0.593908669872648,-7542892.07146389
"72.5%",0.0185194676960154,0.00590413870751509,0.012959596769647,0.115986329974852,0.59391582058666,-7542892.00162119
"75%",0.0185197546103216,0.00590655460479656,0.0129615767027979,0.116157620214591,0.593926773475543,-7542891.91565499
"77.5%",0.0185199628353701,0.00590888226621285,0.012963544423655,0.116344666863101,0.593936885881601,-7542891.83232694
"80%",0.0185201985310253,0.00591173399375194,0.0129655878613963,0.11651379867717,0.593947216163335,-7542891.74747648
"82.5%",0.018520465850437,0.00591446364069238,0.0129675313084969,0.116683457914921,0.59395753471024,-7542891.65827638
"85%",0.0185208334152814,0.0059172326598907,0.0129701556867556,0.116896716935194,0.593970766509877,-7542891.5680628
"87.5%",0.0185211644457359,0.00592020602129239,0.0129729530505893,0.117083279688283,0.593984600828174,-7542891.47414755
"90%",0.0185215541244637,0.00592345970096389,0.0129763007880792,0.117295892374961,0.594001413912402,-7542891.36451587
"92.5%",0.0185221377471112,0.00592704123552984,0.0129807153911047,0.117547521756065,0.594019766664198,-7542891.25778845
"95%",0.0185227928120325,0.00593157762501535,0.0129856494061104,0.117852972482747,0.594046918028029,-7542891.121238
"97.5%",0.0185236949316516,0.00594431742791616,0.0129944091498748,0.118558341939082,0.5940866027207,-7542890.965684
"100%",0.0185289778847263,0.00597626740085303,0.0130411369373178,0.121400740027013,0.594283264222136,-7542890.53550079
