"","Position","C.T","G.A"
"1",1,0.855927953655242,0.542375195755015
"2",2,0.834860597316829,0.560628525453247
"3",3,0.811121443788705,0.585264003706501
"4",4,0.78730358315992,0.601781546571453
"5",5,0.767110705659918,0.604868378178547
"6",6,0.75192983272422,0.598083410983491
"7",7,0.739720563521483,0.589595445803115
"8",8,0.727443721926218,0.586812081237296
"9",9,0.716041859653066,0.586485686072079
"10",10,0.706299330758856,0.586363940817886
"11",11,0.699022805981498,0.584605141652832
"12",12,0.694376830190191,0.580709271353162
"13",-12,0.584173965896795,0.692398749334872
"14",-11,0.58708816208097,0.697594655313286
"15",-10,0.589186318688546,0.70474552813892
"16",-9,0.590853978766953,0.713825680881122
"17",-8,0.593029245562352,0.724545252179612
"18",-7,0.597308048966108,0.736392928705293
"19",-6,0.605900330745233,0.748728111376539
"20",-5,0.612556274578585,0.764226476401075
"21",-4,0.610379316769785,0.784633307778423
"22",-3,0.596620925586363,0.808529099313839
"23",-2,0.577023906315382,0.83227924034779
"24",-1,0.566491922627818,0.853225160413618
