file	#_reads_raw	#_reads_fp1	#_reads_clmp	#_reads_fp2	#_reads_fqscrn	#_reads_repr	%_readsRemaining_fp1	%_readsRemaining_clmp	%_readsRemaining_fp2	%_readsRemaining_fqscrn	%_readsRemaining_repr	%_total_readsRemaining
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_001.1.fq.gz	21932929	21299712	3816064	3721610	3220570	3119332	97.1129	17.916	97.5248	86.537	96.8565	14.2221
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_001.2.fq.gz	21932929	21299712	3816064	3721610	3211609	3119332	97.1129	17.916	97.5248	86.2962	97.1268	14.2221
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_002.1.fq.gz	19843785	19356234	3654641	3571464	3146536	3052673	97.5431	18.881	97.7241	88.1021	97.0169	15.3835
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_002.2.fq.gz	19843785	19356234	3654641	3571464	3138409	3052673	97.5431	18.881	97.7241	87.8746	97.2682	15.3835
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_003.1.fq.gz	23808802	23152256	5112024	5001887	4346079	4218795	97.2424	22.08	97.8455	86.8888	97.0713	17.7195
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_003.2.fq.gz	23808802	23152256	5112024	5001887	4339031	4218795	97.2424	22.08	97.8455	86.7479	97.229	17.7195
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_004.1.fq.gz	23226370	22500582	4984985	4872370	4140336	4004763	96.8752	22.1549	97.7409	84.9758	96.7256	17.2423
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_004.2.fq.gz	23226370	22500582	4984985	4872370	4131486	4004763	96.8752	22.1549	97.7409	84.7942	96.9328	17.2423
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_005.1.fq.gz	22151680	21566376	4716705	4608961	3969088	3839570	97.3577	21.8706	97.7157	86.1168	96.7368	17.3331
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_005.2.fq.gz	22151680	21566376	4716705	4608961	3958189	3839570	97.3577	21.8706	97.7157	85.8803	97.0032	17.3331
