file 	#reads_raw	#reads_fp1	#reads_clmp	#reads_fp2	#reads_fqscrn	#reads_repr	%_readLoss_fp1	%_readLoss_clmp	%_readLoss_fp2	%_readLoss_fqscrn	%_readLoss_repr	%_total_readLoss
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_001.1.fq.gz	21932929	21299712	3816064	3721610	3220570	3119332	2.88706	82.084	2.47517	13.463	3.14348	85.7779
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_001.2.fq.gz	21932929	21299712	3816064	3721610	3211609	3119332	2.88706	82.084	2.47517	13.7038	2.87323	85.7779
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_002.1.fq.gz	19843785	19356234	3654641	3571464	3146536	3052673	2.45695	81.119	2.27593	11.8979	2.98306	84.6165
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_002.2.fq.gz	19843785	19356234	3654641	3571464	3138409	3052673	2.45695	81.119	2.27593	12.1254	2.73183	84.6165
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_003.1.fq.gz	23808802	23152256	5112024	5001887	4346079	4218795	2.75758	77.92	2.15447	13.1112	2.92871	82.2805
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_003.2.fq.gz	23808802	23152256	5112024	5001887	4339031	4218795	2.75758	77.92	2.15447	13.2521	2.77103	82.2805
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_004.1.fq.gz	23226370	22500582	4984985	4872370	4140336	4004763	3.12484	77.8451	2.25908	15.0242	3.27444	82.7577
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_004.2.fq.gz	23226370	22500582	4984985	4872370	4131486	4004763	3.12484	77.8451	2.25908	15.2058	3.06725	82.7577
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_005.1.fq.gz	22151680	21566376	4716705	4608961	3969088	3839570	2.64226	78.1294	2.28431	13.8832	3.26317	82.6669
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_005.2.fq.gz	22151680	21566376	4716705	4608961	3958189	3839570	2.64226	78.1294	2.28431	14.1197	2.9968	82.6669
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_006.1.fq.gz	24665007	24026902	5807901	5688425	4737320	4578542	2.58709	75.8275	2.05713	16.72	3.35164	81.4371
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_006.2.fq.gz	24665007	24026902	5807901	5688425	4727085	4578542	2.58709	75.8275	2.05713	16.8999	3.14238	81.4371
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_007.1.fq.gz	18496683	17864728	3282058	3206971	2794285	2712872	3.41659	81.6283	2.2878	12.8684	2.91355	85.3332
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_007.2.fq.gz	18496683	17864728	3282058	3206971	2789681	2712872	3.41659	81.6283	2.2878	13.012	2.75333	85.3332
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_008.1.fq.gz	7032936	6786249	2031069	1996979	1751942	1703075	3.5076	70.0708	1.67843	12.2704	2.7893	75.7843
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_008.2.fq.gz	7032936	6786249	2031069	1996979	1749718	1703075	3.5076	70.0708	1.67843	12.3818	2.66574	75.7843
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_009.1.fq.gz	18956050	18433179	3655513	3583288	3112809	3017611	2.75833	80.1688	1.97578	13.1298	3.05827	84.081
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_009.2.fq.gz	18956050	18433179	3655513	3583288	3107413	3017611	2.75833	80.1688	1.97578	13.2804	2.88993	84.081
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_010.1.fq.gz	24876944	24309505	5285080	5187261	4403778	4252057	2.28098	78.2592	1.85085	15.104	3.44525	82.9076
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_010.2.fq.gz	24876944	24309505	5285080	5187261	4396954	4252057	2.28098	78.2592	1.85085	15.2355	3.29539	82.9076
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_011.1.fq.gz	11715924	11174548	2243560	2195785	1896602	1830184	4.62086	79.9226	2.12943	13.6253	3.50195	84.3787
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_011.2.fq.gz	11715924	11174548	2243560	2195785	1892706	1830184	4.62086	79.9226	2.12943	13.8028	3.30331	84.3787
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_012.1.fq.gz	15070281	14564409	3126092	3063615	2510963	2412319	3.35675	78.5361	1.99857	18.0392	3.92853	83.9929
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_012.2.fq.gz	15070281	14564409	3126092	3063615	2506211	2412319	3.35675	78.5361	1.99857	18.1943	3.74637	83.9929
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_013.1.fq.gz	1350459	1180016	337679	331321	280471	272154	12.6211	71.3835	1.88285	15.3477	2.96537	79.8473
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_013.2.fq.gz	1350459	1180016	337679	331321	280416	272154	12.6211	71.3835	1.88285	15.3643	2.94634	79.8473
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_014.1.fq.gz	23822943	23243427	4984243	4875593	4122284	3982328	2.4326	78.5563	2.17987	15.4506	3.39511	83.2836
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_014.2.fq.gz	23822943	23243427	4984243	4875593	4113305	3982328	2.4326	78.5563	2.17987	15.6348	3.18423	83.2836
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_015.1.fq.gz	22730421	22154278	5128255	5025424	4162573	4023002	2.53468	76.8521	2.00518	17.1697	3.353	82.3012
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_015.2.fq.gz	22730421	22154278	5128255	5025424	4154697	4023002	2.53468	76.8521	2.00518	17.3264	3.16979	82.3012
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_016.1.fq.gz	5717278	5408462	1255689	1229564	1035129	995719	5.40145	76.7829	2.08053	15.8133	3.80725	82.584
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_016.2.fq.gz	5717278	5408462	1255689	1229564	1032096	995719	5.40145	76.7829	2.08053	16.06	3.52458	82.584
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_017.1.fq.gz	27969205	27251054	6043526	5901442	4932222	4744114	2.56765	77.8228	2.35101	16.4234	3.81386	83.0381
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_017.2.fq.gz	27969205	27251054	6043526	5901442	4918447	4744114	2.56765	77.8228	2.35101	16.6569	3.54447	83.0381
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus/raw_fq_capture/Lle-AHam_018.1.fq.gz	23747869	23161785	4928943	4829873	4048429	3909309	2.46794	78.7195	2.00996	16.1794	3.43639	83.5383
