"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0267980203306316,0.0173806829223333,0.120865593478269,0.374085887131841,0.674819700502475,-58717.2633160633
"Std.",6.4961363182506e-05,0.000105948377403619,0.00121602307954954,0.00438471248374969,0.00197331668555091,1.53449784424329
"Acceptance ratio",0.15244,0.16694,0.17596,0.26686,0.17694,0.64598
"0%",0.0265519755326159,0.0169461638569166,0.116551035136406,0.358531916306257,0.667292299900064,-58727.5620464754
"2.5%",0.0266738872246406,0.0171753598964671,0.118497819071191,0.365618413379146,0.670984731385148,-58721.0157314151
"5%",0.0266914375538387,0.0172032852824561,0.118890372957945,0.366916940261067,0.671571049903456,-58720.2144502045
"7.5%",0.0267043669967977,0.0172227117576044,0.119136306703893,0.367707655200594,0.671937650487394,-58719.7220900137
"10%",0.0267144650968458,0.0172409687534209,0.119320249816637,0.368345814281128,0.672241005336217,-58719.3230702529
"12.5%",0.0267219184312683,0.0172562863241355,0.119452789030546,0.368944442223285,0.672520470783227,-58719.0385448391
"15%",0.0267295486429447,0.0172672394757543,0.119589992101355,0.369439482208092,0.672716592106096,-58718.781809791
"17.5%",0.0267359126230435,0.0172798790214079,0.119723788310252,0.369855595208599,0.672920738496671,-58718.5534218053
"20%",0.0267426849026664,0.0172896235137281,0.119839327971813,0.370257800708106,0.673123068987625,-58718.3672481399
"22.5%",0.0267483584233277,0.0172991791385204,0.119932095364774,0.370674410139382,0.673296276132474,-58718.2109152364
"25%",0.0267526749404086,0.0173080889273327,0.120044228163555,0.37105489008165,0.673448994463739,-58718.0587609467
"27.5%",0.0267571922480679,0.0173177367938903,0.12013074059191,0.371382237599937,0.673588576809657,-58717.9259633498
"30%",0.0267620184097197,0.0173253804325965,0.120217830647382,0.371696780078171,0.673757372390961,-58717.7851976513
"32.5%",0.0267671872602086,0.017334132492186,0.120303129351127,0.372023359117878,0.673908818666804,-58717.663773186
"35%",0.0267711399352868,0.017341935520668,0.120389695829694,0.372328178947175,0.674044579556288,-58717.5484975658
"37.5%",0.0267765161680434,0.017349128775855,0.120457605502357,0.372622956744166,0.674188941529016,-58717.4387158491
"40%",0.0267812443656057,0.0173558195669169,0.120536370610186,0.372897375966078,0.674315352953587,-58717.3369137856
"42.5%",0.0267850360463085,0.0173629031641456,0.120613847958499,0.373203521247551,0.674450047581981,-58717.2317886818
"45%",0.026790306844824,0.0173688791567456,0.12069589084875,0.373535591592392,0.674579216044958,-58717.1316985584
"47.5%",0.0267942148984675,0.0173747957123659,0.12077079952345,0.373850833150599,0.674713959450235,-58717.0404552164
"50%",0.0267975529444339,0.017382154199821,0.120848034531628,0.374118411019163,0.674843470541426,-58716.9540912076
"52.5%",0.0268019397197534,0.01738824903048,0.120926094683382,0.374421240034522,0.674983910484328,-58716.8628357014
"55%",0.026806072747793,0.0173948513502612,0.121014605299802,0.374696963194003,0.675103781390363,-58716.7805823365
"57.5%",0.0268111323611472,0.0174024634256598,0.121102781266812,0.374988068269505,0.675215457819438,-58716.6989985659
"60%",0.0268154206258379,0.0174096227292783,0.121180949013032,0.375261614318058,0.675356923827508,-58716.614133365
"62.5%",0.0268194414448795,0.0174154566524182,0.121264184586213,0.375547369006487,0.675472812471427,-58716.5316092528
"65%",0.0268241858374347,0.0174218622568695,0.121335521035282,0.375856258363407,0.675602824829754,-58716.4483344516
"67.5%",0.0268293997631211,0.0174290556470547,0.121422636380944,0.376149891487039,0.675753281056574,-58716.3683792248
"70%",0.0268336159482267,0.0174366452658814,0.121517729680347,0.376475878161883,0.675894308457091,-58716.289920469
"72.5%",0.0268380674344874,0.0174454348569095,0.121605622245485,0.376790094763661,0.676037889824173,-58716.2096501493
"75%",0.0268426804060136,0.0174515071780223,0.12169504773889,0.377136643164989,0.676197576460964,-58716.1297564696
"77.5%",0.0268475432530516,0.0174606827822961,0.121795432173201,0.37746510857544,0.676362322727928,-58716.0494691706
"80%",0.0268528422479816,0.0174693462398238,0.121892349043461,0.377854054272254,0.676544985711003,-58715.9672562097
"82.5%",0.0268587569898548,0.017479478706133,0.122005006915896,0.378272220677527,0.676715063537237,-58715.8831524215
"85%",0.026866287937772,0.017489821172051,0.122113521504074,0.378685180288654,0.676909674344588,-58715.7936394523
"87.5%",0.0268748792031895,0.0175020743551747,0.122233385949096,0.379157929870147,0.677130734763171,-58715.7026591662
"90%",0.0268830554071512,0.0175167526498119,0.122387823472586,0.379667866632946,0.677379960190389,-58715.6104992184
"92.5%",0.0268921875075938,0.0175312882667878,0.122624699548376,0.380295981390562,0.67765964589424,-58715.5111834715
"95%",0.0269057730435961,0.017554261724219,0.122872819365202,0.381219957907414,0.678009982904085,-58715.3867264364
"97.5%",0.0269243816389906,0.0175899435092984,0.123294350128516,0.382581128880401,0.678606350282238,-58715.2373656155
"100%",0.0270406435292607,0.0177799919705207,0.125787072078988,0.391080649201495,0.681963837116559,-58714.807097738
